PSA,COUNT,VARIANCE,RELATIVE
605,3.5451023857435358,0.27827155254620584,0.0
308,2.6052008743512141,0.299096327008602,0.0
607,2.2648710453147394,0.2791881515091128,0.0
606,2.381110458751079,0.27832608052211238,0.0
601,3.0102413046628929,0.29909632700859801,0.0
603,4.4123043327129281,0.27832608052210883,0.0
604,5.2623300089907854,0.27827155254620273,0.0
704,4.032029688072428,0.27827155254620184,0.0
705,2.2820473160279073,0.2782715525462045,0.0
706,3.6725263475424641,0.27832608052210839,0.0
707,3.3074307328372146,0.2791881515091128,0.0
608,3.3142213514855001,0.29909632700859889,0.0
702,2.8468670088181782,0.27918815150911103,0.0
703,3.4148822868329285,0.27832608052210839,0.0
708,4.3539849019179284,0.29909632700859534,0.0
602,3.8534763622924646,0.27918815150911236,0.0
407,5.2411592567145719,0.2783261796481864,0.0
406,2.71704635807325,0.27827187050049229,0.0
405,7.3514438656156065,0.27826930528461125,0.0
404,4.7274689279101434,0.27827187050049229,0.0
403,5.377371077966143,0.27832617964818285,0.0
402,4.6723450823684649,0.27918816743035757,0.0
401,4.3511887648302858,0.29909632899322158,0.0
301,4.4230894329458925,0.29909632700859801,0.0
506,3.0797452838324997,0.27918804581127343,0.0
507,4.6088328255398219,0.29909630923747965,0.0
504,2.7637817923279639,0.27827380939562651,0.0
505,2.2988241385874146,0.27832576384245922,0.0
502,4.4618359040793214,0.27918804581127343,0.0
503,3.9908865279930001,0.278325763842457,0.0
409,4.0747706407905353,0.29909632899322425,0.0
501,3.4436425540887861,0.29909630923747654,0.0
201,5.6741610579747865,0.29909632700860156,0.0
203,6.9663758430831075,0.27832608052211283,0.0
202,4.7558297470003215,0.27918815150911236,0.0
205,7.5535646326177863,0.27827155254620717,0.0
204,9.7421410800929973,0.27827155254620539,0.0
207,6.8309629181628928,0.27918815150911236,0.0
206,6.5773133390139993,0.27832608052211194,0.0
208,7.0854113936191068,0.29909632700860156,0.0
302,5.1956221669088212,0.27918815150911014,0.0
303,6.2397796470675715,0.27832608052210883,0.0
304,4.8373171708518576,0.2782715525462045,0.0
305,2.4657934678463214,0.27827155254620406,0.0
306,1.74079506445985,0.27832608052211061,0.0
307,4.8421105487198215,0.2791881515091128,0.0
108,6.005303579414571,0.29909632700859934,0.0
102,2.3942922479036035,0.27918815150910303,0.0
103,2.1026950939213926,0.27832608052210706,0.0
101,0.35790554790090001,0.29909632700859268,0.0
106,3.3365904482347144,0.27832608052210928,0.0
107,6.1990359351297872,0.27918815150911058,0.0
104,4.5285437461612856,0.2782715525462014,0.0
105,4.6304030259817148,0.27827155254620362,0.0
701,3.9717130164971075,0.29909632700859623,0.0
408,4.1814232984789284,0.27918816743035757,0.0
